pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
955,5491,7250,Nelson's Sparrow,Marsh Wren,54917250,Nelson's SparrowMarsh Wren,1,Ammodramus nelsoni,Cistothorus palustris,5,8,6,7,4,8,4,8,5,8
956,5520,5610,Lark Sparrow,Clay-colored Sparrow,55205610,Lark SparrowClay-colored Sparrow,1,Chondestes grammacus,Spizella pallida,4,8,5,6,6,8,6,7,6,7
957,5520,5620,Lark Sparrow,Brewer's Sparrow,55205620,Lark SparrowBrewer's Sparrow,1,Chondestes grammacus,Spizella breweri,4,8,5,6,5,8,6,7,5,7
958,5520,5760,Lark Sparrow,Botteri's Sparrow,55205760,Lark SparrowBotteri's Sparrow,1,Chondestes grammacus,Peucaea botterii,4,8,5,6,6,9,6,9,6,8
959,5520,5780,Lark Sparrow,Cassin's Sparrow,55205780,Lark SparrowCassin's Sparrow,1,Chondestes grammacus,Peucaea cassinii,4,8,5,6,5,10,6,9,5,8
960,5520,6050,Lark Sparrow,Lark Bunting,55206050,Lark SparrowLark Bunting,1,Chondestes grammacus,Calamospiza melanocorys,4,8,5,6,5,7,5,6,5,6
961,5520,7190,Lark Sparrow,Bewick's Wren,55207190,Lark SparrowBewick's Wren,1,Chondestes grammacus,Thryomanes bewickii,4,8,5,6,4,8,4,7,4,7
962,5520,7210,Lark Sparrow,House Wren,55207210,Lark SparrowHouse Wren,1,Chondestes grammacus,Troglodytes aedon,4,8,5,6,5,9,5,8,5,8
963,5520,7250,Lark Sparrow,Marsh Wren,55207250,Lark SparrowMarsh Wren,1,Chondestes grammacus,Cistothorus palustris,4,8,5,6,4,8,4,8,4,8
964,5540,5610,White-crowned Sparrow,Clay-colored Sparrow,55405610,White-crowned SparrowClay-colored Sparrow,1,Zonotrichia leucophrys,Spizella pallida,4,8,5,7,6,8,6,7,6,7
965,5540,5620,White-crowned Sparrow,Brewer's Sparrow,55405620,White-crowned SparrowBrewer's Sparrow,1,Zonotrichia leucophrys,Spizella breweri,4,8,5,7,5,8,6,7,5,7
966,5540,5810,White-crowned Sparrow,Song Sparrow,55405810,White-crowned SparrowSong Sparrow,1,Zonotrichia leucophrys,Melospiza melodia,4,8,5,7,2,9,4,7,4,7
967,5540,7190,White-crowned Sparrow,Bewick's Wren,55407190,White-crowned SparrowBewick's Wren,1,Zonotrichia leucophrys,Thryomanes bewickii,4,8,5,7,4,8,4,7,4,7
968,5540,7210,White-crowned Sparrow,House Wren,55407210,White-crowned SparrowHouse Wren,1,Zonotrichia leucophrys,Troglodytes aedon,4,8,5,7,5,9,5,8,5,8
969,5540,7221,White-crowned Sparrow,Pacific Wren,55407221,White-crowned SparrowPacific Wren,1,Zonotrichia leucophrys,Troglodytes pacificus,4,8,5,7,4,7,5,7,5,7
970,5540,7250,White-crowned Sparrow,Marsh Wren,55407250,White-crowned SparrowMarsh Wren,1,Zonotrichia leucophrys,Cistothorus palustris,4,8,5,7,4,8,4,8,4,8
971,5580,5600,White-throated Sparrow,Chipping Sparrow,55805600,White-throated SparrowChipping Sparrow,1,Zonotrichia albicollis,Spizella passerina,5,8,6,7,3,9,4,8,5,8
972,5580,5670,White-throated Sparrow,(Slate-colored Junco) Dark-eyedJunco,55805670,White-throated Sparrow(Slate-colored Junco) Dark-eyedJunco,1,Zonotrichia albicollis,Junco hyemalis hyemalis,5,8,6,7,4,9,5,7,5,7
973,5580,5810,White-throated Sparrow,Song Sparrow,55805810,White-throated SparrowSong Sparrow,1,Zonotrichia albicollis,Melospiza melodia,5,8,6,7,2,9,4,7,5,7
974,5580,5830,White-throated Sparrow,Lincoln's Sparrow,55805830,White-throated SparrowLincoln's Sparrow,1,Zonotrichia albicollis,Melospiza lincolnii,5,8,6,7,5,8,6,7,6,7
975,5580,5840,White-throated Sparrow,Swamp Sparrow,55805840,White-throated SparrowSwamp Sparrow,1,Zonotrichia albicollis,Melospiza georgiana,5,8,6,7,5,8,5,7,5,7
976,5580,7210,White-throated Sparrow,House Wren,55807210,White-throated SparrowHouse Wren,1,Zonotrichia albicollis,Troglodytes aedon,5,8,6,7,5,9,5,8,5,8
977,5580,7222,White-throated Sparrow,Winter Wren,55807222,White-throated SparrowWinter Wren,1,Zonotrichia albicollis,Troglodytes hiemalis,5,8,6,7,4,9,4,7,5,7
978,5580,7250,White-throated Sparrow,Marsh Wren,55807250,White-throated SparrowMarsh Wren,1,Zonotrichia albicollis,Cistothorus palustris,5,8,6,7,4,8,4,8,5,8
979,5600,5610,Chipping Sparrow,Clay-colored Sparrow,56005610,Chipping SparrowClay-colored Sparrow,1,Spizella passerina,Spizella pallida,3,9,4,8,6,8,6,7,6,8
980,5600,5620,Chipping Sparrow,Brewer's Sparrow,56005620,Chipping SparrowBrewer's Sparrow,1,Spizella passerina,Spizella breweri,3,9,4,8,5,8,6,7,5,8
981,5600,5760,Chipping Sparrow,Botteri's Sparrow,56005760,Chipping SparrowBotteri's Sparrow,1,Spizella passerina,Peucaea botterii,3,9,4,8,6,9,6,9,6,9
982,5600,5780,Chipping Sparrow,Cassin's Sparrow,56005780,Chipping SparrowCassin's Sparrow,1,Spizella passerina,Peucaea cassinii,3,9,4,8,5,10,6,9,5,9
983,5600,5810,Chipping Sparrow,Song Sparrow,56005810,Chipping SparrowSong Sparrow,1,Spizella passerina,Melospiza melodia,3,9,4,8,2,9,4,7,4,8
984,5600,5840,Chipping Sparrow,Swamp Sparrow,56005840,Chipping SparrowSwamp Sparrow,1,Spizella passerina,Melospiza georgiana,3,9,4,8,5,8,5,7,5,8
985,5600,6050,Chipping Sparrow,Lark Bunting,56006050,Chipping SparrowLark Bunting,1,Spizella passerina,Calamospiza melanocorys,3,9,4,8,5,7,5,6,5,7
986,5600,7190,Chipping Sparrow,Bewick's Wren,56007190,Chipping SparrowBewick's Wren,1,Spizella passerina,Thryomanes bewickii,3,9,4,8,4,8,4,7,4,8
987,5600,7210,Chipping Sparrow,House Wren,56007210,Chipping SparrowHouse Wren,1,Spizella passerina,Troglodytes aedon,3,9,4,8,5,9,5,8,5,8
988,5600,7250,Chipping Sparrow,Marsh Wren,56007250,Chipping SparrowMarsh Wren,1,Spizella passerina,Cistothorus palustris,3,9,4,8,4,8,4,8,4,8
989,5610,5620,Clay-colored Sparrow,Brewer's Sparrow,56105620,Clay-colored SparrowBrewer's Sparrow,1,Spizella pallida,Spizella breweri,6,8,6,7,5,8,6,7,6,7
990,5610,5671,Clay-colored Sparrow,(Oregon Junco) Dark-eyed Junco,56105671,Clay-colored Sparrow(Oregon Junco) Dark-eyed Junco,1,Spizella pallida,Junco hyemalis oreganus,6,8,6,7,4,9,5,7,6,7
991,5610,5810,Clay-colored Sparrow,Song Sparrow,56105810,Clay-colored SparrowSong Sparrow,1,Spizella pallida,Melospiza melodia,6,8,6,7,2,9,4,7,6,7
992,5610,5880,Clay-colored Sparrow,Spotted Towhee,56105880,Clay-colored SparrowSpotted Towhee,1,Spizella pallida,Pipilo maculatus,6,8,6,7,4,7,4,7,6,7
993,5610,6050,Clay-colored Sparrow,Lark Bunting,56106050,Clay-colored SparrowLark Bunting,1,Spizella pallida,Calamospiza melanocorys,6,8,6,7,5,7,5,6,6,7
994,5610,7210,Clay-colored Sparrow,House Wren,56107210,Clay-colored SparrowHouse Wren,1,Spizella pallida,Troglodytes aedon,6,8,6,7,5,9,5,8,6,8
995,5610,7250,Clay-colored Sparrow,Marsh Wren,56107250,Clay-colored SparrowMarsh Wren,1,Spizella pallida,Cistothorus palustris,6,8,6,7,4,8,4,8,6,8
996,5620,5671,Brewer's Sparrow,(Oregon Junco) Dark-eyed Junco,56205671,Brewer's Sparrow(Oregon Junco) Dark-eyed Junco,1,Spizella breweri,Junco hyemalis oreganus,5,8,6,7,4,9,5,7,5,7
997,5620,5760,Brewer's Sparrow,Botteri's Sparrow,56205760,Brewer's SparrowBotteri's Sparrow,1,Spizella breweri,Peucaea botterii,5,8,6,7,6,9,6,9,6,8
998,5620,5780,Brewer's Sparrow,Cassin's Sparrow,56205780,Brewer's SparrowCassin's Sparrow,1,Spizella breweri,Peucaea cassinii,5,8,6,7,5,10,6,9,5,8
999,5620,5810,Brewer's Sparrow,Song Sparrow,56205810,Brewer's SparrowSong Sparrow,1,Spizella breweri,Melospiza melodia,5,8,6,7,2,9,4,7,5,7
1000,5620,5880,Brewer's Sparrow,Spotted Towhee,56205880,Brewer's SparrowSpotted Towhee,1,Spizella breweri,Pipilo maculatus,5,8,6,7,4,7,4,7,5,7
1001,5620,6050,Brewer's Sparrow,Lark Bunting,56206050,Brewer's SparrowLark Bunting,1,Spizella breweri,Calamospiza melanocorys,5,8,6,7,5,7,5,6,5,7
1002,5620,7210,Brewer's Sparrow,House Wren,56207210,Brewer's SparrowHouse Wren,1,Spizella breweri,Troglodytes aedon,5,8,6,7,5,9,5,8,5,8
1003,5620,7250,Brewer's Sparrow,Marsh Wren,56207250,Brewer's SparrowMarsh Wren,1,Spizella breweri,Cistothorus palustris,5,8,6,7,4,8,4,8,5,8
1004,5630,5840,Field Sparrow,Swamp Sparrow,56305840,Field SparrowSwamp Sparrow,1,Spizella pusilla,Melospiza georgiana,5,8,5,7,5,8,5,7,5,7
1005,5630,7190,Field Sparrow,Bewick's Wren,56307190,Field SparrowBewick's Wren,1,Spizella pusilla,Thryomanes bewickii,5,8,5,7,4,8,4,7,5,7
1006,5630,7210,Field Sparrow,House Wren,56307210,Field SparrowHouse Wren,1,Spizella pusilla,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
1007,5630,7250,Field Sparrow,Marsh Wren,56307250,Field SparrowMarsh Wren,1,Spizella pusilla,Cistothorus palustris,5,8,5,7,4,8,4,8,5,8
1008,5650,7190,Black-chinned Sparrow,Bewick's Wren,56507190,Black-chinned SparrowBewick's Wren,1,Spizella atrogularis,Thryomanes bewickii,4,7,5,7,4,8,4,7,4,7
1009,5650,7210,Black-chinned Sparrow,House Wren,56507210,Black-chinned SparrowHouse Wren,1,Spizella atrogularis,Troglodytes aedon,4,7,5,7,5,9,5,8,5,7
1010,5670,5810,(Slate-colored Junco) Dark-eyedJunco,Song Sparrow,56705810,(Slate-colored Junco) Dark-eyedJuncoSong Sparrow,1,Junco hyemalis hyemalis,Melospiza melodia,4,9,5,7,2,9,4,7,4,7
1011,5670,5840,(Slate-colored Junco) Dark-eyedJunco,Swamp Sparrow,56705840,(Slate-colored Junco) Dark-eyedJuncoSwamp Sparrow,1,Junco hyemalis hyemalis,Melospiza georgiana,4,9,5,7,5,8,5,7,5,7
1012,5670,7250,(Slate-colored Junco) Dark-eyedJunco,Marsh Wren,56707250,(Slate-colored Junco) Dark-eyedJuncoMarsh Wren,1,Junco hyemalis hyemalis,Cistothorus palustris,4,9,5,7,4,8,4,8,4,8
1013,5671,5810,(Oregon Junco) Dark-eyed Junco,Song Sparrow,56715810,(Oregon Junco) Dark-eyed JuncoSong Sparrow,1,Junco hyemalis oreganus,Melospiza melodia,4,9,5,7,2,9,4,7,4,7
1014,5671,7190,(Oregon Junco) Dark-eyed Junco,Bewick's Wren,56717190,(Oregon Junco) Dark-eyed JuncoBewick's Wren,1,Junco hyemalis oreganus,Thryomanes bewickii,4,9,5,7,4,8,4,7,4,7
1015,5671,7210,(Oregon Junco) Dark-eyed Junco,House Wren,56717210,(Oregon Junco) Dark-eyed JuncoHouse Wren,1,Junco hyemalis oreganus,Troglodytes aedon,4,9,5,7,5,9,5,8,5,8
1016,5671,7221,(Oregon Junco) Dark-eyed Junco,Pacific Wren,56717221,(Oregon Junco) Dark-eyed JuncoPacific Wren,1,Junco hyemalis oreganus,Troglodytes pacificus,4,9,5,7,4,7,5,7,5,7
1017,5671,7250,(Oregon Junco) Dark-eyed Junco,Marsh Wren,56717250,(Oregon Junco) Dark-eyed JuncoMarsh Wren,1,Junco hyemalis oreganus,Cistothorus palustris,4,9,5,7,4,8,4,8,4,8
1018,5730,5760,Black-throated Sparrow,Botteri's Sparrow,57305760,Black-throated SparrowBotteri's Sparrow,1,Amphispiza bilineata,Peucaea botterii,3,9,4,6,6,9,6,9,6,9
1019,5730,5780,Black-throated Sparrow,Cassin's Sparrow,57305780,Black-throated SparrowCassin's Sparrow,1,Amphispiza bilineata,Peucaea cassinii,3,9,4,6,5,10,6,9,5,9
1020,5730,7190,Black-throated Sparrow,Bewick's Wren,57307190,Black-throated SparrowBewick's Wren,1,Amphispiza bilineata,Thryomanes bewickii,3,9,4,6,4,8,4,7,4,7
1021,5730,7210,Black-throated Sparrow,House Wren,57307210,Black-throated SparrowHouse Wren,1,Amphispiza bilineata,Troglodytes aedon,3,9,4,6,5,9,5,8,5,8
1022,5738,7250,Sagebrush Sparrow,Marsh Wren,57387250,Sagebrush SparrowMarsh Wren,1,Artemisiospiza nevadensis,Cistothorus palustris,3,7,4,7,4,8,4,8,4,7
1023,5739,7190,Bell's Sparrow,Bewick's Wren,57397190,Bell's SparrowBewick's Wren,1,Artemisiospiza belli,Thryomanes bewickii,3,7,4,7,4,8,4,7,4,7
1024,5739,7210,Bell's Sparrow,House Wren,57397210,Bell's SparrowHouse Wren,1,Artemisiospiza belli,Troglodytes aedon,3,7,4,7,5,9,5,8,5,7
1025,5739,7250,Bell's Sparrow,Marsh Wren,57397250,Bell's SparrowMarsh Wren,1,Artemisiospiza belli,Cistothorus palustris,3,7,4,7,4,8,4,8,4,7
1026,5742,5800,Five-striped Sparrow,Rufous-crowned Sparrow,57425800,Five-striped SparrowRufous-crowned Sparrow,0,Amphispiza quinquestriata,Aimophila ruficeps,6,9,6,9,3,9,4,7,6,9
1027,5760,5780,Botteri's Sparrow,Cassin's Sparrow,57605780,Botteri's SparrowCassin's Sparrow,1,Peucaea botterii,Peucaea cassinii,6,9,6,9,5,10,6,9,6,9
1028,5760,5790,Botteri's Sparrow,Rufous-winged Sparrow,57605790,Botteri's SparrowRufous-winged Sparrow,1,Peucaea botterii,Peucaea carpalis,6,9,6,9,6,9,6,9,6,9
1029,5760,5880,Botteri's Sparrow,Spotted Towhee,57605880,Botteri's SparrowSpotted Towhee,1,Peucaea botterii,Pipilo maculatus,6,9,6,9,4,7,4,7,6,7
1030,5760,5910,Botteri's Sparrow,Canyon Towhee,57605910,Botteri's SparrowCanyon Towhee,1,Peucaea botterii,Melozone fusca,6,9,6,9,2,10,3,10,6,9
1031,5760,7130,Botteri's Sparrow,Cactus Wren,57607130,Botteri's SparrowCactus Wren,1,Peucaea botterii,Campylorhynchus brunneicapillus,6,9,6,9,3,9,3,6,6,9
1032,5760,7150,Botteri's Sparrow,Rock Wren,57607150,Botteri's SparrowRock Wren,1,Peucaea botterii,Salpinctes obsoletus,6,9,6,9,4,8,5,8,6,8
1033,5760,7190,Botteri's Sparrow,Bewick's Wren,57607190,Botteri's SparrowBewick's Wren,1,Peucaea botterii,Thryomanes bewickii,6,9,6,9,4,8,4,7,6,8
1034,5780,5790,Cassin's Sparrow,Rufous-winged Sparrow,57805790,Cassin's SparrowRufous-winged Sparrow,1,Peucaea cassinii,Peucaea carpalis,5,10,6,9,6,9,6,9,6,9
1035,5780,5880,Cassin's Sparrow,Spotted Towhee,57805880,Cassin's SparrowSpotted Towhee,1,Peucaea cassinii,Pipilo maculatus,5,10,6,9,4,7,4,7,5,7
1036,5780,5910,Cassin's Sparrow,Canyon Towhee,57805910,Cassin's SparrowCanyon Towhee,1,Peucaea cassinii,Melozone fusca,5,10,6,9,2,10,3,10,5,10
1037,5780,6050,Cassin's Sparrow,Lark Bunting,57806050,Cassin's SparrowLark Bunting,1,Peucaea cassinii,Calamospiza melanocorys,5,10,6,9,5,7,5,6,5,7
1038,5780,7130,Cassin's Sparrow,Cactus Wren,57807130,Cassin's SparrowCactus Wren,1,Peucaea cassinii,Campylorhynchus brunneicapillus,5,10,6,9,3,9,3,6,5,9
1039,5780,7150,Cassin's Sparrow,Rock Wren,57807150,Cassin's SparrowRock Wren,1,Peucaea cassinii,Salpinctes obsoletus,5,10,6,9,4,8,5,8,5,8
1040,5780,7190,Cassin's Sparrow,Bewick's Wren,57807190,Cassin's SparrowBewick's Wren,1,Peucaea cassinii,Thryomanes bewickii,5,10,6,9,4,8,4,7,8,8
1041,5800,7190,Rufous-crowned Sparrow,Bewick's Wren,58007190,Rufous-crowned SparrowBewick's Wren,1,Aimophila ruficeps,Thryomanes bewickii,3,9,4,7,4,8,4,7,4,7
1042,5800,7210,Rufous-crowned Sparrow,House Wren,58007210,Rufous-crowned SparrowHouse Wren,1,Aimophila ruficeps,Troglodytes aedon,3,9,4,7,5,9,5,8,5,8
1043,5800,7250,Rufous-crowned Sparrow,Marsh Wren,58007250,Rufous-crowned SparrowMarsh Wren,1,Aimophila ruficeps,Cistothorus palustris,3,9,4,7,4,8,4,8,4,8
1044,5810,5830,Song Sparrow,Lincoln's Sparrow,58105830,Song SparrowLincoln's Sparrow,1,Melospiza melodia,Melospiza lincolnii,2,9,4,7,5,8,6,7,5,7
1045,5810,5840,Song Sparrow,Swamp Sparrow,58105840,Song SparrowSwamp Sparrow,1,Melospiza melodia,Melospiza georgiana,2,9,4,7,5,8,5,7,5,7
1046,5810,5880,Song Sparrow,Spotted Towhee,58105880,Song SparrowSpotted Towhee,1,Melospiza melodia,Pipilo maculatus,2,9,4,7,4,7,4,7,4,7
1047,5810,7190,Song Sparrow,Bewick's Wren,58107190,Song SparrowBewick's Wren,1,Melospiza melodia,Thryomanes bewickii,2,9,4,7,4,8,4,7,4,7
1048,5810,7210,Song Sparrow,House Wren,58107210,Song SparrowHouse Wren,1,Melospiza melodia,Troglodytes aedon,2,9,4,7,5,9,5,8,5,8
1049,5810,7221,Song Sparrow,Pacific Wren,58107221,Song SparrowPacific Wren,1,Melospiza melodia,Troglodytes pacificus,2,9,4,7,4,7,5,7,4,7
1050,5810,7222,Song Sparrow,Winter Wren,58107222,Song SparrowWinter Wren,1,Melospiza melodia,Troglodytes hiemalis,2,9,4,7,4,9,4,7,4,7
1051,5810,7250,Song Sparrow,Marsh Wren,58107250,Song SparrowMarsh Wren,1,Melospiza melodia,Cistothorus palustris,2,9,4,7,4,8,4,8,4,8
1052,5830,7250,Lincoln's Sparrow,Marsh Wren,58307250,Lincoln's SparrowMarsh Wren,1,Melospiza lincolnii,Cistothorus palustris,5,8,6,7,4,8,4,8,5,8
1053,5840,5870,Swamp Sparrow,Eastern Towhee,58405870,Swamp SparrowEastern Towhee,1,Melospiza georgiana,Pipilo erythrophthalmus,5,8,5,7,5,8,5,7,5,7
1054,5840,7210,Swamp Sparrow,House Wren,58407210,Swamp SparrowHouse Wren,1,Melospiza georgiana,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
1055,5840,7222,Swamp Sparrow,Winter Wren,58407222,Swamp SparrowWinter Wren,1,Melospiza georgiana,Troglodytes hiemalis,5,8,5,7,4,9,4,7,5,7
1056,5840,7250,Swamp Sparrow,Marsh Wren,58407250,Swamp SparrowMarsh Wren,1,Melospiza georgiana,Cistothorus palustris,5,8,5,7,4,8,4,8,5,8
1057,5850,7190,Fox Sparrow,Bewick's Wren,58507190,Fox SparrowBewick's Wren,1,Passerella iliaca,Thryomanes bewickii,5,7,5,7,4,8,4,7,5,7
1058,5850,7210,Fox Sparrow,House Wren,58507210,Fox SparrowHouse Wren,1,Passerella iliaca,Troglodytes aedon,5,7,5,7,5,9,5,8,5,7
1059,5850,7250,Fox Sparrow,Marsh Wren,58507250,Fox SparrowMarsh Wren,1,Passerella iliaca,Cistothorus palustris,5,7,5,7,4,8,4,8,5,7
1060,5870,7190,Eastern Towhee,Bewick's Wren,58707190,Eastern TowheeBewick's Wren,1,Pipilo erythrophthalmus,Thryomanes bewickii,5,8,5,7,4,8,4,7,5,7
1061,5870,7210,Eastern Towhee,House Wren,58707210,Eastern TowheeHouse Wren,1,Pipilo erythrophthalmus,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
1062,5870,7250,Eastern Towhee,Marsh Wren,58707250,Eastern TowheeMarsh Wren,1,Pipilo erythrophthalmus,Cistothorus palustris,5,8,5,7,4,8,4,8,5,8
1063,5880,7190,Spotted Towhee,Bewick's Wren,58807190,Spotted TowheeBewick's Wren,1,Pipilo maculatus,Thryomanes bewickii,4,7,4,7,4,8,4,7,4,7
1064,5880,7210,Spotted Towhee,House Wren,58807210,Spotted TowheeHouse Wren,1,Pipilo maculatus,Troglodytes aedon,4,7,4,7,5,9,5,8,5,7
1065,5880,7221,Spotted Towhee,Pacific Wren,58807221,Spotted TowheePacific Wren,1,Pipilo maculatus,Troglodytes pacificus,4,7,4,7,4,7,5,7,4,7
1066,5880,7250,Spotted Towhee,Marsh Wren,58807250,Spotted TowheeMarsh Wren,1,Pipilo maculatus,Cistothorus palustris,4,7,4,7,4,8,4,8,4,7
1067,5900,7190,Green-tailed Towhee,Bewick's Wren,59007190,Green-tailed TowheeBewick's Wren,1,Pipilo chlorurus,Thryomanes bewickii,5,8,6,7,4,8,4,7,5,7
1068,5900,7210,Green-tailed Towhee,House Wren,59007210,Green-tailed TowheeHouse Wren,1,Pipilo chlorurus,Troglodytes aedon,5,8,6,7,5,9,5,8,5,8
1069,5900,7250,Green-tailed Towhee,Marsh Wren,59007250,Green-tailed TowheeMarsh Wren,1,Pipilo chlorurus,Cistothorus palustris,5,8,6,7,4,8,4,8,5,8
1070,5911,7190,California Towhee,Bewick's Wren,59117190,California TowheeBewick's Wren,1,Melozone crissalis,Thryomanes bewickii,2,8,3,7,4,8,4,7,4,7
1071,5911,7210,California Towhee,House Wren,59117210,California TowheeHouse Wren,1,Melozone crissalis,Troglodytes aedon,2,8,3,7,5,9,5,8,5,8
1072,5911,7250,California Towhee,Marsh Wren,59117250,California TowheeMarsh Wren,1,Melozone crissalis,Cistothorus palustris,2,8,3,7,4,8,4,8,4,8
1073,5930,5980,Northern Cardinal,Indigo Bunting,59305980,Northern CardinalIndigo Bunting,1,Cardinalis cardinalis,Passerina cyanea,3,9,4,8,5,9,6,8,5,8
1074,5930,6010,Northern Cardinal,Painted Bunting,59306010,Northern CardinalPainted Bunting,1,Cardinalis cardinalis,Passerina ciris,3,9,4,8,4,8,5,7,4,8
1075,5930,6080,Northern Cardinal,Scarlet Tanager,59306080,Northern CardinalScarlet Tanager,1,Cardinalis cardinalis,Piranga olivacea,3,9,4,8,5,8,6,7,5,8
1076,5930,6100,Northern Cardinal,Summer Tanager,59306100,Northern CardinalSummer Tanager,1,Cardinalis cardinalis,Piranga rubra,3,9,4,8,4,8,5,7,4,8
1077,5950,5960,Rose-breasted Grosbeak,Black-headed Grosbeak,59505960,Rose-breasted GrosbeakBlack-headed Grosbeak,1,Pheucticus ludovicianus,Pheucticus melanocephalus,5,7,5,7,4,7,5,6,5,7
1078,5950,6080,Rose-breasted Grosbeak,Scarlet Tanager,59506080,Rose-breasted GrosbeakScarlet Tanager,1,Pheucticus ludovicianus,Piranga olivacea,5,7,5,7,5,8,6,7,5,7
1079,5950,6100,Rose-breasted Grosbeak,Summer Tanager,59506100,Rose-breasted GrosbeakSummer Tanager,1,Pheucticus ludovicianus,Piranga rubra,5,7,5,7,4,8,5,7,5,7
1080,5960,5980,Black-headed Grosbeak,Indigo Bunting,59605980,Black-headed GrosbeakIndigo Bunting,1,Pheucticus melanocephalus,Passerina cyanea,4,7,5,6,5,9,6,8,5,7
1081,5960,5990,Black-headed Grosbeak,Lazuli Bunting,59605990,Black-headed GrosbeakLazuli Bunting,1,Pheucticus melanocephalus,Passerina amoena,4,7,5,6,4,8,5,8,5,7
1082,5970,5980,Blue Grosbeak,Indigo Bunting,59705980,Blue GrosbeakIndigo Bunting,1,Passerina caerulea,Passerina cyanea,4,9,5,9,5,9,6,8,5,9
1083,5970,5990,Blue Grosbeak,Lazuli Bunting,59705990,Blue GrosbeakLazuli Bunting,1,Passerina caerulea,Passerina amoena,4,9,5,9,4,8,5,8,5,8
1084,5970,6010,Blue Grosbeak,Painted Bunting,59706010,Blue GrosbeakPainted Bunting,1,Passerina caerulea,Passerina ciris,4,9,5,9,4,8,5,7,5,8
1085,5970,6080,Blue Grosbeak,Scarlet Tanager,59706080,Blue GrosbeakScarlet Tanager,1,Passerina caerulea,Piranga olivacea,4,9,5,9,5,8,6,7,5,8
1086,5970,6100,Blue Grosbeak,Summer Tanager,59706100,Blue GrosbeakSummer Tanager,1,Passerina caerulea,Piranga rubra,4,9,5,9,4,8,5,7,5,8
1087,5980,5990,Indigo Bunting,Lazuli Bunting,59805990,Indigo BuntingLazuli Bunting,1,Passerina cyanea,Passerina amoena,5,9,6,8,4,8,5,8,5,8
1088,5980,6010,Indigo Bunting,Painted Bunting,59806010,Indigo BuntingPainted Bunting,1,Passerina cyanea,Passerina ciris,5,9,6,8,4,8,5,7,5,8
1089,5980,6040,Indigo Bunting,Dickcissel,59806040,Indigo BuntingDickcissel,1,Passerina cyanea,Spiza americana,5,9,6,8,5,8,5,7,5,8
1090,5980,6070,Indigo Bunting,Western Tanager,59806070,Indigo BuntingWestern Tanager,1,Passerina cyanea,Piranga ludoviciana,5,9,6,8,5,8,6,7,6,8
1091,5980,6080,Indigo Bunting,Scarlet Tanager,59806080,Indigo BuntingScarlet Tanager,1,Passerina cyanea,Piranga olivacea,5,9,6,8,5,8,6,7,6,8
1092,5980,6100,Indigo Bunting,Summer Tanager,59806100,Indigo BuntingSummer Tanager,1,Passerina cyanea,Piranga rubra,5,9,6,8,4,8,5,7,5,8
1093,5990,6040,Lazuli Bunting,Dickcissel,59906040,Lazuli BuntingDickcissel,1,Passerina amoena,Spiza americana,4,8,5,8,5,8,5,7,5,8
1094,5990,6070,Lazuli Bunting,Western Tanager,59906070,Lazuli BuntingWestern Tanager,1,Passerina amoena,Piranga ludoviciana,4,8,5,8,5,8,6,7,5,8
1095,6010,6040,Painted Bunting,Dickcissel,60106040,Painted BuntingDickcissel,1,Passerina ciris,Spiza americana,4,8,5,7,5,8,5,7,5,7
1096,6010,6100,Painted Bunting,Summer Tanager,60106100,Painted BuntingSummer Tanager,1,Passerina ciris,Piranga rubra,4,8,5,7,4,8,5,7,5,7
1097,6040,6080,Dickcissel,Scarlet Tanager,60406080,DickcisselScarlet Tanager,1,Spiza americana,Piranga olivacea,5,8,5,7,5,8,6,7,5,7
1098,6040,6100,Dickcissel,Summer Tanager,60406100,DickcisselSummer Tanager,1,Spiza americana,Piranga rubra,5,8,5,7,4,8,5,7,5,7
1099,6050,7150,Lark Bunting,Rock Wren,60507150,Lark BuntingRock Wren,1,Calamospiza melanocorys,Salpinctes obsoletus,5,7,5,6,4,8,5,8,5,7
1100,6050,7190,Lark Bunting,Bewick's Wren,60507190,Lark BuntingBewick's Wren,1,Calamospiza melanocorys,Thryomanes bewickii,5,7,5,6,4,8,4,7,5,7
1101,6050,7210,Lark Bunting,House Wren,60507210,Lark BuntingHouse Wren,1,Calamospiza melanocorys,Troglodytes aedon,5,7,5,6,5,9,5,8,5,7
1102,6050,7250,Lark Bunting,Marsh Wren,60507250,Lark BuntingMarsh Wren,1,Calamospiza melanocorys,Cistothorus palustris,5,7,5,6,4,8,4,8,5,7
1103,6080,6100,Scarlet Tanager,Summer Tanager,60806100,Scarlet TanagerSummer Tanager,1,Piranga olivacea,Piranga rubra,5,8,6,7,4,8,5,7,5,7
1104,6240,6260,Red-eyed Vireo,Philadelphia Vireo,62406260,Red-eyed VireoPhiladelphia Vireo,1,Vireo olivaceus,Vireo philadelphicus,5,8,5,7,5,8,6,7,5,7
